"OrderItemID","OrderID","ProductID","Quantity","UnitPrice"
"1538","1538","67","5","499.00"
"1539","1539","74","3","12.00"
"1540","1540","81","1","25.00"
"1541","1541","88","4","38.00"
"1542","1542","95","2","51.00"
"1543","1543","2","5","64.00"
"1544","1544","9","3","77.00"
"1545","1545","16","1","90.00"
"1546","1546","23","4","103.00"
"1547","1547","30","2","116.00"
"1548","1548","37","5","129.00"
"1549","1549","44","3","142.00"
"1550","1550","51","1","155.00"
"1551","1551","58","4","168.00"
"1552","1552","65","2","181.00"
"1553","1553","72","5","194.00"
"1554","1554","79","3","207.00"
"1555","1555","86","1","220.00"
"1556","1556","93","4","233.00"
"1557","1557","100","2","246.00"
"1558","1558","7","5","259.00"
"1559","1559","14","3","272.00"
"1560","1560","21","1","285.00"
"1561","1561","28","4","298.00"
"1562","1562","35","2","311.00"
"1563","1563","42","5","324.00"
"1564","1564","49","3","337.00"
"1565","1565","56","1","350.00"
"1566","1566","63","4","363.00"
"1567","1567","70","2","376.00"
"1568","1568","77","5","389.00"
"1569","1569","84","3","402.00"
"1570","1570","91","1","415.00"
"1571","1571","98","4","428.00"
"1572","1572","5","2","441.00"
"1573","1573","12","5","454.00"
"1574","1574","19","3","467.00"
"1575","1575","26","1","480.00"
"1576","1576","33","4","493.00"
"1577","1577","40","2","6.00"
"1578","1578","47","5","19.00"
"1579","1579","54","3","32.00"
"1580","1580","61","1","45.00"
"1581","1581","68","4","58.00"
"1582","1582","75","2","71.00"
"1583","1583","82","5","84.00"
"1584","1584","89","3","97.00"
"1585","1585","96","1","110.00"
"1586","1586","3","4","123.00"
"1587","1587","10","2","136.00"
"1588","1588","17","5","149.00"
"1589","1589","24","3","162.00"
"1590","1590","31","1","175.00"
"1591","1591","38","4","188.00"
"1592","1592","45","2","201.00"
"1593","1593","52","5","214.00"
"1594","1594","59","3","227.00"
"1595","1595","66","1","240.00"
"1596","1596","73","4","253.00"
"1597","1597","80","2","266.00"
"1598","1598","87","5","279.00"
"1599","1599","94","3","292.00"
"1600","1600","1","1","305.00"
"1601","1601","8","4","318.00"
"1602","1602","15","2","331.00"
"1603","1603","22","5","344.00"
"1604","1604","29","3","357.00"
"1605","1605","36","1","370.00"
"1606","1606","43","4","383.00"
"1607","1607","50","2","396.00"
"1608","1608","57","5","409.00"
"1609","1609","64","3","422.00"
"1610","1610","71","1","435.00"
"1611","1611","78","4","448.00"
"1612","1612","85","2","461.00"
"1613","1613","92","5","474.00"
"1614","1614","99","3","487.00"
"1615","1615","6","1","500.00"
"1616","1616","13","4","13.00"
"1617","1617","20","2","26.00"
"1618","1618","27","5","39.00"
"1619","1619","34","3","52.00"
"1620","1620","41","1","65.00"
"1621","1621","48","4","78.00"
"1622","1622","55","2","91.00"
"1623","1623","62","5","104.00"
"1624","1624","69","3","117.00"
"1625","1625","76","1","130.00"
"1626","1626","83","4","143.00"
"1627","1627","90","2","156.00"
"1628","1628","97","5","169.00"
"1629","1629","4","3","182.00"
"1630","1630","11","1","195.00"
"1631","1631","18","4","208.00"
"1632","1632","25","2","221.00"
"1633","1633","32","5","234.00"
"1634","1634","39","3","247.00"
"1635","1635","46","1","260.00"
"1636","1636","53","4","273.00"
"1637","1637","60","2","286.00"
"1638","1638","67","5","299.00"
"1639","1639","74","3","312.00"
"1640","1640","81","1","325.00"
"1641","1641","88","4","338.00"
"1642","1642","95","2","351.00"
"1643","1643","2","5","364.00"
"1644","1644","9","3","377.00"
"1645","1645","16","1","390.00"
"1646","1646","23","4","403.00"
"1647","1647","30","2","416.00"
"1648","1648","37","5","429.00"
"1649","1649","44","3","442.00"
"1650","1650","51","1","455.00"
"1651","1651","58","4","468.00"
"1652","1652","65","2","481.00"
"1653","1653","72","5","494.00"
"1654","1654","79","3","7.00"
"1655","1655","86","1","20.00"
"1656","1656","93","4","33.00"
"1657","1657","100","2","46.00"
"1658","1658","7","5","59.00"
"1659","1659","14","3","72.00"
"1660","1660","21","1","85.00"
"1661","1661","28","4","98.00"
"1662","1662","35","2","111.00"
"1663","1663","42","5","124.00"
"1664","1664","49","3","137.00"
"1665","1665","56","1","150.00"
"1666","1666","63","4","163.00"
"1667","1667","70","2","176.00"
"1668","1668","77","5","189.00"
"1669","1669","84","3","202.00"
"1670","1670","91","1","215.00"
"1671","1671","98","4","228.00"
"1672","1672","5","2","241.00"
"1673","1673","12","5","254.00"
"1674","1674","19","3","267.00"
"1675","1675","26","1","280.00"
"1676","1676","33","4","293.00"
"1677","1677","40","2","306.00"
"1678","1678","47","5","319.00"
"1679","1679","54","3","332.00"
"1680","1680","61","1","345.00"
"1681","1681","68","4","358.00"
"1682","1682","75","2","371.00"
"1683","1683","82","5","384.00"
"1684","1684","89","3","397.00"
"1685","1685","96","1","410.00"
"1686","1686","3","4","423.00"
"1687","1687","10","2","436.00"
"1688","1688","17","5","449.00"
"1689","1689","24","3","462.00"
"1690","1690","31","1","475.00"
"1691","1691","38","4","488.00"
"1692","1692","45","2","501.00"
"1693","1693","52","5","14.00"
"1694","1694","59","3","27.00"
"1695","1695","66","1","40.00"
"1696","1696","73","4","53.00"
"1697","1697","80","2","66.00"
"1698","1698","87","5","79.00"
"1699","1699","94","3","92.00"
"1700","1700","1","1","105.00"
"1701","1701","8","4","118.00"
"1702","1702","15","2","131.00"
"1703","1703","22","5","144.00"
"1704","1704","29","3","157.00"
"1705","1705","36","1","170.00"
"1706","1706","43","4","183.00"
"1707","1707","50","2","196.00"
"1708","1708","57","5","209.00"
"1709","1709","64","3","222.00"
"1710","1710","71","1","235.00"
"1711","1711","78","4","248.00"
"1712","1712","85","2","261.00"
"1713","1713","92","5","274.00"
"1714","1714","99","3","287.00"
"1715","1715","6","1","300.00"
"1716","1716","13","4","313.00"
"1717","1717","20","2","326.00"
"1718","1718","27","5","339.00"
"1719","1719","34","3","352.00"
"1720","1720","41","1","365.00"
"1721","1721","48","4","378.00"
"1722","1722","55","2","391.00"
"1723","1723","62","5","404.00"
"1724","1724","69","3","417.00"
"1725","1725","76","1","430.00"
"1726","1726","83","4","443.00"
"1727","1727","90","2","456.00"
"1728","1728","97","5","469.00"
"1729","1729","4","3","482.00"
"1730","1730","11","1","495.00"
"1731","1731","18","4","8.00"
"1732","1732","25","2","21.00"
"1733","1733","32","5","34.00"
"1734","1734","39","3","47.00"
"1735","1735","46","1","60.00"
"1736","1736","53","4","73.00"
"1737","1737","60","2","86.00"
"1738","1738","67","5","99.00"
"1739","1739","74","3","112.00"
"1740","1740","81","1","125.00"
"1741","1741","88","4","138.00"
"1742","1742","95","2","151.00"
"1743","1743","2","5","164.00"
"1744","1744","9","3","177.00"
"1745","1745","16","1","190.00"
"1746","1746","23","4","203.00"
"1747","1747","30","2","216.00"
"1748","1748","37","5","229.00"
"1749","1749","44","3","242.00"
"1750","1750","51","1","255.00"
"1751","1751","58","4","268.00"
"1752","1752","65","2","281.00"
"1753","1753","72","5","294.00"
"1754","1754","79","3","307.00"
"1755","1755","86","1","320.00"
"1756","1756","93","4","333.00"
"1757","1757","100","2","346.00"
"1758","1758","7","5","359.00"
"1759","1759","14","3","372.00"
"1760","1760","21","1","385.00"
"1761","1761","28","4","398.00"
"1762","1762","35","2","411.00"
"1763","1763","42","5","424.00"
"1764","1764","49","3","437.00"
"1765","1765","56","1","450.00"
"1766","1766","63","4","463.00"
"1767","1767","70","2","476.00"
"1768","1768","77","5","489.00"
"1769","1769","84","3","502.00"
"1770","1770","91","1","15.00"
"1771","1771","98","4","28.00"
"1772","1772","5","2","41.00"
"1773","1773","12","5","54.00"
"1774","1774","19","3","67.00"
"1775","1775","26","1","80.00"
"1776","1776","33","4","93.00"
"1777","1777","40","2","106.00"
"1778","1778","47","5","119.00"
"1779","1779","54","3","132.00"
"1780","1780","61","1","145.00"
"1781","1781","68","4","158.00"
"1782","1782","75","2","171.00"
"1783","1783","82","5","184.00"
"1784","1784","89","3","197.00"
"1785","1785","96","1","210.00"
"1786","1786","3","4","223.00"
"1787","1787","10","2","236.00"
"1788","1788","17","5","249.00"
"1789","1789","24","3","262.00"
"1790","1790","31","1","275.00"
"1791","1791","38","4","288.00"
"1792","1792","45","2","301.00"
"1793","1793","52","5","314.00"
"1794","1794","59","3","327.00"
"1795","1795","66","1","340.00"
"1796","1796","73","4","353.00"
"1797","1797","80","2","366.00"
"1798","1798","87","5","379.00"
"1799","1799","94","3","392.00"
"1800","1800","1","1","405.00"
"1801","1801","8","4","418.00"
"1802","1802","15","2","431.00"
"1803","1803","22","5","444.00"
"1804","1804","29","3","457.00"
"1805","1805","36","1","470.00"
"1806","1806","43","4","483.00"
"1807","1807","50","2","496.00"
"1808","1808","57","5","9.00"
"1809","1809","64","3","22.00"
"1810","1810","71","1","35.00"
"1811","1811","78","4","48.00"
"1812","1812","85","2","61.00"
"1813","1813","92","5","74.00"
"1814","1814","99","3","87.00"
"1815","1815","6","1","100.00"
"1816","1816","13","4","113.00"
"1817","1817","20","2","126.00"
"1818","1818","27","5","139.00"
"1819","1819","34","3","152.00"
"1820","1820","41","1","165.00"
"1821","1821","48","4","178.00"
"1822","1822","55","2","191.00"
"1823","1823","62","5","204.00"
"1824","1824","69","3","217.00"
"1825","1825","76","1","230.00"
"1826","1826","83","4","243.00"
"1827","1827","90","2","256.00"
"1828","1828","97","5","269.00"
"1829","1829","4","3","282.00"
"1830","1830","11","1","295.00"
"1831","1831","18","4","308.00"
"1832","1832","25","2","321.00"
"1833","1833","32","5","334.00"
"1834","1834","39","3","347.00"
"1835","1835","46","1","360.00"
"1836","1836","53","4","373.00"
"1837","1837","60","2","386.00"
"1838","1838","67","5","399.00"
"1839","1839","74","3","412.00"
"1840","1840","81","1","425.00"
"1841","1841","88","4","438.00"
"1842","1842","95","2","451.00"
"1843","1843","2","5","464.00"
"1844","1844","9","3","477.00"
"1845","1845","16","1","490.00"
"1846","1846","23","4","503.00"
"1847","1847","30","2","16.00"
"1848","1848","37","5","29.00"
"1849","1849","44","3","42.00"
"1850","1850","51","1","55.00"
"1851","1851","58","4","68.00"
"1852","1852","65","2","81.00"
"1853","1853","72","5","94.00"
"1854","1854","79","3","107.00"
"1855","1855","86","1","120.00"
"1856","1856","93","4","133.00"
"1857","1857","100","2","146.00"
"1858","1858","7","5","159.00"
"1859","1859","14","3","172.00"
"1860","1860","21","1","185.00"
"1861","1861","28","4","198.00"
"1862","1862","35","2","211.00"
"1863","1863","42","5","224.00"
"1864","1864","49","3","237.00"
"1865","1865","56","1","250.00"
"1866","1866","63","4","263.00"
"1867","1867","70","2","276.00"
"1868","1868","77","5","289.00"
"1869","1869","84","3","302.00"
"1870","1870","91","1","315.00"
"1871","1871","98","4","328.00"
"1872","1872","5","2","341.00"
"1873","1873","12","5","354.00"
"1874","1874","19","3","367.00"
"1875","1875","26","1","380.00"
"1876","1876","33","4","393.00"
"1877","1877","40","2","406.00"
"1878","1878","47","5","419.00"
"1879","1879","54","3","432.00"
"1880","1880","61","1","445.00"
"1881","1881","68","4","458.00"
"1882","1882","75","2","471.00"
"1883","1883","82","5","484.00"
"1884","1884","89","3","497.00"
"1885","1885","96","1","10.00"
"1886","1886","3","4","23.00"
"1887","1887","10","2","36.00"
"1888","1888","17","5","49.00"
"1889","1889","24","3","62.00"
"1890","1890","31","1","75.00"
"1891","1891","38","4","88.00"
"1892","1892","45","2","101.00"
"1893","1893","52","5","114.00"
"1894","1894","59","3","127.00"
"1895","1895","66","1","140.00"
"1896","1896","73","4","153.00"
"1897","1897","80","2","166.00"
"1898","1898","87","5","179.00"
"1899","1899","94","3","192.00"
"1900","1900","1","1","205.00"
"1901","1901","8","4","218.00"
"1902","1902","15","2","231.00"
"1903","1903","22","5","244.00"
"1904","1904","29","3","257.00"
"1905","1905","36","1","270.00"
"1906","1906","43","4","283.00"
"1907","1907","50","2","296.00"
"1908","1908","57","5","309.00"
"1909","1909","64","3","322.00"
"1910","1910","71","1","335.00"
"1911","1911","78","4","348.00"
"1912","1912","85","2","361.00"
"1913","1913","92","5","374.00"
"1914","1914","99","3","387.00"
"1915","1915","6","1","400.00"
"1916","1916","13","4","413.00"
"1917","1917","20","2","426.00"
"1918","1918","27","5","439.00"
"1919","1919","34","3","452.00"
"1920","1920","41","1","465.00"
"1921","1921","48","4","478.00"
"1922","1922","55","2","491.00"
"1923","1923","62","5","504.00"
"1924","1924","69","3","17.00"
"1925","1925","76","1","30.00"
"1926","1926","83","4","43.00"
"1927","1927","90","2","56.00"
"1928","1928","97","5","69.00"
"1929","1929","4","3","82.00"
"1930","1930","11","1","95.00"
"1931","1931","18","4","108.00"
"1932","1932","25","2","121.00"
"1933","1933","32","5","134.00"
"1934","1934","39","3","147.00"
"1935","1935","46","1","160.00"
"1936","1936","53","4","173.00"
"1937","1937","60","2","186.00"
"1938","1938","67","5","199.00"
"1939","1939","74","3","212.00"
"1940","1940","81","1","225.00"
"1941","1941","88","4","238.00"
"1942","1942","95","2","251.00"
"1943","1943","2","5","264.00"
"1944","1944","9","3","277.00"
"1945","1945","16","1","290.00"
"1946","1946","23","4","303.00"
"1947","1947","30","2","316.00"
"1948","1948","37","5","329.00"
"1949","1949","44","3","342.00"
"1950","1950","51","1","355.00"
"1951","1951","58","4","368.00"
"1952","1952","65","2","381.00"
"1953","1953","72","5","394.00"
"1954","1954","79","3","407.00"
"1955","1955","86","1","420.00"
"1956","1956","93","4","433.00"
"1957","1957","100","2","446.00"
"1958","1958","7","5","459.00"
"1959","1959","14","3","472.00"
"1960","1960","21","1","485.00"
"1961","1961","28","4","498.00"
"1962","1962","35","2","11.00"
"1963","1963","42","5","24.00"
"1964","1964","49","3","37.00"
"1965","1965","56","1","50.00"
"1966","1966","63","4","63.00"
"1967","1967","70","2","76.00"
"1968","1968","77","5","89.00"
"1969","1969","84","3","102.00"
"1970","1970","91","1","115.00"
"1971","1971","98","4","128.00"
"1972","1972","5","2","141.00"
"1973","1973","12","5","154.00"
"1974","1974","19","3","167.00"
"1975","1975","26","1","180.00"
"1976","1976","33","4","193.00"
"1977","1977","40","2","206.00"
"1978","1978","47","5","219.00"
"1979","1979","54","3","232.00"
"1980","1980","61","1","245.00"
"1981","1981","68","4","258.00"
"1982","1982","75","2","271.00"
"1983","1983","82","5","284.00"
"1984","1984","89","3","297.00"
"1985","1985","96","1","310.00"
"1986","1986","3","4","323.00"
"1987","1987","10","2","336.00"
"1988","1988","17","5","349.00"
"1989","1989","24","3","362.00"
"1990","1990","31","1","375.00"
"1991","1991","38","4","388.00"
"1992","1992","45","2","401.00"
"1993","1993","52","5","414.00"
"1994","1994","59","3","427.00"
"1995","1995","66","1","440.00"
"1996","1996","73","4","453.00"
"1997","1997","80","2","466.00"
"1998","1998","87","5","479.00"
"1999","1999","94","3","492.00"
"2000","2000","1","1","5.00"
"2001","1","8","4","18.00"
"2002","2","15","2","31.00"
"2003","3","22","5","44.00"
"2004","4","29","3","57.00"
"2005","5","36","1","70.00"
"2006","6","43","4","83.00"
"2007","7","50","2","96.00"
"2008","8","57","5","109.00"
"2009","9","64","3","122.00"
"2010","10","71","1","135.00"
"2011","11","78","4","148.00"
"2012","12","85","2","161.00"
"2013","13","92","5","174.00"
"2014","14","99","3","187.00"
"2015","15","6","1","200.00"
"2016","16","13","4","213.00"
"2017","17","20","2","226.00"
"2018","18","27","5","239.00"
"2019","19","34","3","252.00"
"2020","20","41","1","265.00"
"2021","21","48","4","278.00"
"2022","22","55","2","291.00"
"2023","23","62","5","304.00"
"2024","24","69","3","317.00"
"2025","25","76","1","330.00"
"2026","26","83","4","343.00"
"2027","27","90","2","356.00"
"2028","28","97","5","369.00"
"2029","29","4","3","382.00"
"2030","30","11","1","395.00"
"2031","31","18","4","408.00"
"2032","32","25","2","421.00"
"2033","33","32","5","434.00"
"2034","34","39","3","447.00"
"2035","35","46","1","460.00"
"2036","36","53","4","473.00"
"2037","37","60","2","486.00"
"2038","38","67","5","499.00"
"2039","39","74","3","12.00"
"2040","40","81","1","25.00"
"2041","41","88","4","38.00"
"2042","42","95","2","51.00"
"2043","43","2","5","64.00"
"2044","44","9","3","77.00"
"2045","45","16","1","90.00"
"2046","46","23","4","103.00"
"2047","47","30","2","116.00"
"2048","48","37","5","129.00"
"2049","49","44","3","142.00"
"2050","50","51","1","155.00"
"2051","51","58","4","168.00"
"2052","52","65","2","181.00"
"2053","53","72","5","194.00"
"2054","54","79","3","207.00"
"2055","55","86","1","220.00"
"2056","56","93","4","233.00"
"2057","57","100","2","246.00"
"2058","58","7","5","259.00"
"2059","59","14","3","272.00"
"2060","60","21","1","285.00"
"2061","61","28","4","298.00"
"2062","62","35","2","311.00"
"2063","63","42","5","324.00"
"2064","64","49","3","337.00"
"2065","65","56","1","350.00"
"2066","66","63","4","363.00"
"2067","67","70","2","376.00"
"2068","68","77","5","389.00"
"2069","69","84","3","402.00"
"2070","70","91","1","415.00"
"2071","71","98","4","428.00"
"2072","72","5","2","441.00"
"2073","73","12","5","454.00"
"2074","74","19","3","467.00"
"2075","75","26","1","480.00"
"2076","76","33","4","493.00"
"2077","77","40","2","6.00"
"2078","78","47","5","19.00"
"2079","79","54","3","32.00"
"2080","80","61","1","45.00"
"2081","81","68","4","58.00"
"2082","82","75","2","71.00"
"2083","83","82","5","84.00"
"2084","84","89","3","97.00"
"2085","85","96","1","110.00"
"2086","86","3","4","123.00"
"2087","87","10","2","136.00"
"2088","88","17","5","149.00"
"2089","89","24","3","162.00"
"2090","90","31","1","175.00"
"2091","91","38","4","188.00"
"2092","92","45","2","201.00"
"2093","93","52","5","214.00"
"2094","94","59","3","227.00"
"2095","95","66","1","240.00"
"2096","96","73","4","253.00"
"2097","97","80","2","266.00"
"2098","98","87","5","279.00"
"2099","99","94","3","292.00"
"2100","100","1","1","305.00"
"2101","101","8","4","318.00"
"2102","102","15","2","331.00"
"2103","103","22","5","344.00"
"2104","104","29","3","357.00"
"2105","105","36","1","370.00"
"2106","106","43","4","383.00"
"2107","107","50","2","396.00"
"2108","108","57","5","409.00"
"2109","109","64","3","422.00"
"2110","110","71","1","435.00"
"2111","111","78","4","448.00"
"2112","112","85","2","461.00"
"2113","113","92","5","474.00"
"2114","114","99","3","487.00"
"2115","115","6","1","500.00"
"2116","116","13","4","13.00"
"2117","117","20","2","26.00"
"2118","118","27","5","39.00"
"2119","119","34","3","52.00"
"2120","120","41","1","65.00"
"2121","121","48","4","78.00"
"2122","122","55","2","91.00"
"2123","123","62","5","104.00"
"2124","124","69","3","117.00"
"2125","125","76","1","130.00"
"2126","126","83","4","143.00"
"2127","127","90","2","156.00"
"2128","128","97","5","169.00"
"2129","129","4","3","182.00"
"2130","130","11","1","195.00"
"2131","131","18","4","208.00"
"2132","132","25","2","221.00"
"2133","133","32","5","234.00"
"2134","134","39","3","247.00"
"2135","135","46","1","260.00"
"2136","136","53","4","273.00"
"2137","137","60","2","286.00"
"2138","138","67","5","299.00"
"2139","139","74","3","312.00"
"2140","140","81","1","325.00"
"2141","141","88","4","338.00"
"2142","142","95","2","351.00"
"2143","143","2","5","364.00"
"2144","144","9","3","377.00"
"2145","145","16","1","390.00"
"2146","146","23","4","403.00"
"2147","147","30","2","416.00"
"2148","148","37","5","429.00"
"2149","149","44","3","442.00"
"2150","150","51","1","455.00"
"2151","151","58","4","468.00"
"2152","152","65","2","481.00"
"2153","153","72","5","494.00"
"2154","154","79","3","7.00"
"2155","155","86","1","20.00"
"2156","156","93","4","33.00"
"2157","157","100","2","46.00"
"2158","158","7","5","59.00"
"2159","159","14","3","72.00"
"2160","160","21","1","85.00"
"2161","161","28","4","98.00"
"2162","162","35","2","111.00"
"2163","163","42","5","124.00"
"2164","164","49","3","137.00"
"2165","165","56","1","150.00"
"2166","166","63","4","163.00"
"2167","167","70","2","176.00"
"2168","168","77","5","189.00"
"2169","169","84","3","202.00"
"2170","170","91","1","215.00"
"2171","171","98","4","228.00"
"2172","172","5","2","241.00"
"2173","173","12","5","254.00"
"2174","174","19","3","267.00"
"2175","175","26","1","280.00"
"2176","176","33","4","293.00"
"2177","177","40","2","306.00"
"2178","178","47","5","319.00"
"2179","179","54","3","332.00"
"2180","180","61","1","345.00"
"2181","181","68","4","358.00"
"2182","182","75","2","371.00"
"2183","183","82","5","384.00"
"2184","184","89","3","397.00"
"2185","185","96","1","410.00"
"2186","186","3","4","423.00"
"2187","187","10","2","436.00"
"2188","188","17","5","449.00"
"2189","189","24","3","462.00"
"2190","190","31","1","475.00"
"2191","191","38","4","488.00"
"2192","192","45","2","501.00"
"2193","193","52","5","14.00"
"2194","194","59","3","27.00"
"2195","195","66","1","40.00"
"2196","196","73","4","53.00"
"2197","197","80","2","66.00"
"2198","198","87","5","79.00"
"2199","199","94","3","92.00"
"2200","200","1","1","105.00"
"2201","201","8","4","118.00"
"2202","202","15","2","131.00"
"2203","203","22","5","144.00"
"2204","204","29","3","157.00"
"2205","205","36","1","170.00"
"2206","206","43","4","183.00"
"2207","207","50","2","196.00"
"2208","208","57","5","209.00"
"2209","209","64","3","222.00"
"2210","210","71","1","235.00"
"2211","211","78","4","248.00"
"2212","212","85","2","261.00"
"2213","213","92","5","274.00"
"2214","214","99","3","287.00"
"2215","215","6","1","300.00"
"2216","216","13","4","313.00"
"2217","217","20","2","326.00"
"2218","218","27","5","339.00"
"2219","219","34","3","352.00"
"2220","220","41","1","365.00"
"2221","221","48","4","378.00"
"2222","222","55","2","391.00"
"2223","223","62","5","404.00"
"2224","224","69","3","417.00"
"2225","225","76","1","430.00"
"2226","226","83","4","443.00"
"2227","227","90","2","456.00"
"2228","228","97","5","469.00"
"2229","229","4","3","482.00"
"2230","230","11","1","495.00"
"2231","231","18","4","8.00"
"2232","232","25","2","21.00"
"2233","233","32","5","34.00"
"2234","234","39","3","47.00"
"2235","235","46","1","60.00"
"2236","236","53","4","73.00"
"2237","237","60","2","86.00"
"2238","238","67","5","99.00"
"2239","239","74","3","112.00"
"2240","240","81","1","125.00"
"2241","241","88","4","138.00"
"2242","242","95","2","151.00"
"2243","243","2","5","164.00"
"2244","244","9","3","177.00"
"2245","245","16","1","190.00"
"2246","246","23","4","203.00"
"2247","247","30","2","216.00"
"2248","248","37","5","229.00"
"2249","249","44","3","242.00"
"2250","250","51","1","255.00"
"2251","251","58","4","268.00"
"2252","252","65","2","281.00"
"2253","253","72","5","294.00"
"2254","254","79","3","307.00"
"2255","255","86","1","320.00"
"2256","256","93","4","333.00"
"2257","257","100","2","346.00"
"2258","258","7","5","359.00"
"2259","259","14","3","372.00"
"2260","260","21","1","385.00"
"2261","261","28","4","398.00"
"2262","262","35","2","411.00"
"2263","263","42","5","424.00"
"2264","264","49","3","437.00"
"2265","265","56","1","450.00"
"2266","266","63","4","463.00"
"2267","267","70","2","476.00"
"2268","268","77","5","489.00"
"2269","269","84","3","502.00"
"2270","270","91","1","15.00"
"2271","271","98","4","28.00"
"2272","272","5","2","41.00"
"2273","273","12","5","54.00"
"2274","274","19","3","67.00"
"2275","275","26","1","80.00"
"2276","276","33","4","93.00"
"2277","277","40","2","106.00"
"2278","278","47","5","119.00"
"2279","279","54","3","132.00"
"2280","280","61","1","145.00"
"2281","281","68","4","158.00"
"2282","282","75","2","171.00"
"2283","283","82","5","184.00"
"2284","284","89","3","197.00"
"2285","285","96","1","210.00"
"2286","286","3","4","223.00"
"2287","287","10","2","236.00"
"2288","288","17","5","249.00"
"2289","289","24","3","262.00"
"2290","290","31","1","275.00"
"2291","291","38","4","288.00"
"2292","292","45","2","301.00"
"2293","293","52","5","314.00"
"2294","294","59","3","327.00"
"2295","295","66","1","340.00"
"2296","296","73","4","353.00"
"2297","297","80","2","366.00"
"2298","298","87","5","379.00"
"2299","299","94","3","392.00"
"2300","300","1","1","405.00"
"2301","301","8","4","418.00"
"2302","302","15","2","431.00"
"2303","303","22","5","444.00"
"2304","304","29","3","457.00"
"2305","305","36","1","470.00"
"2306","306","43","4","483.00"
"2307","307","50","2","496.00"
"2308","308","57","5","9.00"
"2309","309","64","3","22.00"
"2310","310","71","1","35.00"
"2311","311","78","4","48.00"
"2312","312","85","2","61.00"
"2313","313","92","5","74.00"
"2314","314","99","3","87.00"
"2315","315","6","1","100.00"
"2316","316","13","4","113.00"
"2317","317","20","2","126.00"
"2318","318","27","5","139.00"
"2319","319","34","3","152.00"
"2320","320","41","1","165.00"
"2321","321","48","4","178.00"
"2322","322","55","2","191.00"
"2323","323","62","5","204.00"
"2324","324","69","3","217.00"
"2325","325","76","1","230.00"
"2326","326","83","4","243.00"
"2327","327","90","2","256.00"
"2328","328","97","5","269.00"
"2329","329","4","3","282.00"
"2330","330","11","1","295.00"
"2331","331","18","4","308.00"
"2332","332","25","2","321.00"
"2333","333","32","5","334.00"
"2334","334","39","3","347.00"
"2335","335","46","1","360.00"
"2336","336","53","4","373.00"
"2337","337","60","2","386.00"
"2338","338","67","5","399.00"
"2339","339","74","3","412.00"
"2340","340","81","1","425.00"
"2341","341","88","4","438.00"
"2342","342","95","2","451.00"
"2343","343","2","5","464.00"
"2344","344","9","3","477.00"
"2345","345","16","1","490.00"
"2346","346","23","4","503.00"
"2347","347","30","2","16.00"
"2348","348","37","5","29.00"
"2349","349","44","3","42.00"
"2350","350","51","1","55.00"
"2351","351","58","4","68.00"
"2352","352","65","2","81.00"
"2353","353","72","5","94.00"
"2354","354","79","3","107.00"
"2355","355","86","1","120.00"
"2356","356","93","4","133.00"
"2357","357","100","2","146.00"
"2358","358","7","5","159.00"
"2359","359","14","3","172.00"
"2360","360","21","1","185.00"
"2361","361","28","4","198.00"
"2362","362","35","2","211.00"
"2363","363","42","5","224.00"
"2364","364","49","3","237.00"
"2365","365","56","1","250.00"
"2366","366","63","4","263.00"
"2367","367","70","2","276.00"
"2368","368","77","5","289.00"
"2369","369","84","3","302.00"
"2370","370","91","1","315.00"
"2371","371","98","4","328.00"
"2372","372","5","2","341.00"
"2373","373","12","5","354.00"
"2374","374","19","3","367.00"
"2375","375","26","1","380.00"
"2376","376","33","4","393.00"
"2377","377","40","2","406.00"
"2378","378","47","5","419.00"
"2379","379","54","3","432.00"
"2380","380","61","1","445.00"
"2381","381","68","4","458.00"
"2382","382","75","2","471.00"
"2383","383","82","5","484.00"
"2384","384","89","3","497.00"
"2385","385","96","1","10.00"
"2386","386","3","4","23.00"
"2387","387","10","2","36.00"
"2388","388","17","5","49.00"
"2389","389","24","3","62.00"
"2390","390","31","1","75.00"
"2391","391","38","4","88.00"
"2392","392","45","2","101.00"
"2393","393","52","5","114.00"
"2394","394","59","3","127.00"
"2395","395","66","1","140.00"
"2396","396","73","4","153.00"
"2397","397","80","2","166.00"
"2398","398","87","5","179.00"
"2399","399","94","3","192.00"
"2400","400","1","1","205.00"
"2401","401","8","4","218.00"
"2402","402","15","2","231.00"
"2403","403","22","5","244.00"
"2404","404","29","3","257.00"
"2405","405","36","1","270.00"
"2406","406","43","4","283.00"
"2407","407","50","2","296.00"
"2408","408","57","5","309.00"
"2409","409","64","3","322.00"
"2410","410","71","1","335.00"
"2411","411","78","4","348.00"
"2412","412","85","2","361.00"
"2413","413","92","5","374.00"
"2414","414","99","3","387.00"
"2415","415","6","1","400.00"
"2416","416","13","4","413.00"
"2417","417","20","2","426.00"
"2418","418","27","5","439.00"
"2419","419","34","3","452.00"
"2420","420","41","1","465.00"
"2421","421","48","4","478.00"
"2422","422","55","2","491.00"
"2423","423","62","5","504.00"
"2424","424","69","3","17.00"
"2425","425","76","1","30.00"
"2426","426","83","4","43.00"
"2427","427","90","2","56.00"
"2428","428","97","5","69.00"
"2429","429","4","3","82.00"
"2430","430","11","1","95.00"
"2431","431","18","4","108.00"
"2432","432","25","2","121.00"
"2433","433","32","5","134.00"
"2434","434","39","3","147.00"
"2435","435","46","1","160.00"
"2436","436","53","4","173.00"
"2437","437","60","2","186.00"
